Rank,Name,Company,Volume,Sides,City,State
15932,Kevin Snow,Berkshire Hathaway HomeServices Chicago,$13.06M,9,Chicago,IL
15933,Gwen Banta,"Sotheby's International Realty, Inc.",$13.05M,3.9,Beverly Hills,CA
15933,Patrice McInernay,Brown Harris Stevens,$13.05M,3,Palm Beach,FL
15933,Shannon Hettinger,TTR Sotheby's International Realty,$13.05M,11.9,Washington,DC
15936,Cynthia Chang,Coldwell Banker Realty,$13.05M,5,Saratoga,CA
15937,Trevor McIlwaine,"Berkshire Hathaway HomeServices Snyder & Company, Realtors®",$13.05M,28,Ann Arbor,MI
15937,Carolyn Moren,Golden Gate Sotheby's International Realty,$13.05M,12,Greenbrae,CA
15939,Kelly Wells,ReeceNichols Real Estate,$13.05M,25,Kansas City,MO
15940,Amanda Power,Amanda Howard Sotheby's International Realty,$13.05M,26,Huntsville,AL
15941,Janet Miller,CENTURY 21 Realty @ Home,$13.05M,55.5,Farmville,VA
15942,Lindsey Esnaola,Edina Realty,$13.05M,28.5,Minneapolis,MN
15943,Jonathan Lin,RE/MAX 2000,$13.05M,18,City of Industry,CA
15944,Mary O'Malley,@properties Christie's International Real Estate,$13.05M,28,Arlington Heights,IL
15945,Colin Pair,Keller Williams Realty,$13.05M,32,Southlake,TX
15946,Linda Millikin,Monument Sotheby's International Realty,$13.05M,18,Rehoboth Beach,DE
15947,Melissa Mihalik,Coldwell Banker Realty,$13.05M,14.5,Long Beach,CA
15947,Dave Cauchi,Compass,$13.05M,2,Burlingame,CA
15949,Goran Matlijoski,Keller Williams Realty Integrity,$13.05M,20,Wayne,NJ
15950,Maceon Mitchell,Allen Tate Realtors,$13.05M,21,Cornelius,NC
15951,Eric Emond,RE/MAX Southern Shores,$13.05M,43,Myrtle Beach,SC
15952,Patrick Pfefferkorn,RE/MAX Results,$13.05M,17,Warsaw,IN
15953,Andrea Miccarelli,Houlihan Lawrence,$13.05M,24,Yorktown,NY
15954,Ritu Backliwal,"Shorewest, REALTORS",$13.05M,25,Waukesha,WI
15955,Naomi Neal,Keller Williams Realty St. Louis,$13.05M,28,Saint Louis,MO
15956,Pam Burki,Realty Executives Integrity,$13.05M,25,East Troy,WI
15956,Katina Thornton,Keller Williams Realty,$13.05M,38.5,Pleasant View,TN
15958,Midge Durgin,Coldwell Banker Realty,$13.05M,9.3,Hingham,MA
15959,Sharon Murray,Compass,$13.05M,17,Austin,TX
15960,Butch Elich,RE/MAX Properties of the Summit,$13.05M,11,Frisco,CO
15961,Michael Peters,RE/MAX Northwest Realtors,$13.05M,11,Seattle,WA
15962,Stacey Morea,RE/MAX United,$13.05M,28,Rockford,MI
15963,Kathy Whalen,Compass,$13.05M,24,Bethesda,MD
15964,Hugh B. Griffith,Keller Williams Realty of Grand Rapids,$13.05M,17,Grand Rapids,MI
15965,Eileen Angelo,"Sotheby's International Realty, Inc.",$13.04M,4,Manhattan,NY
15965,Colleen Graning,Douglas Elliman,$13.04M,10,Westhampton Beach,NY
15967,Randi Mackay,CENTURY 21 Mountainside Realty,$13.04M,22,Lincoln,NH
15968,Trish Clavel,Las Vegas Sotheby's International Realty,$13.04M,19,Las Vegas,NV
15969,Lisa Renee Jansa,Keller Williams Midland,$13.04M,24,Midland,TX
15970,Mark Darfler,RE/MAX Accord,$13.04M,8,Lafayette,CA
15971,Paige Hansen,John R. Wood Properties Christie's International Real Estate,$13.04M,10,Naples,FL
15972,Christine Cole,RE/MAX One Realty,$13.04M,40,Feasterville Trevose,PA
15973,Rebekah Sexauer,eXp Realty,$13.04M,43,Myrtle Creek,OR
15974,Debbie Da Silva,Berkshire Hathaway HomeServices Florida Network Realty,$13.04M,27,Saint Augustine,FL
15975,Tabitha Richardson,NextHome Leaders,$13.04M,27.5,White Plains,MD
15976,Nancy Hughes,First Team Real Estate,$13.04M,4.5,Temecula,CA
15977,Sierra Allegretto,Russ Lyon Sotheby's International Realty,$13.04M,11.2,Scottsdale,AZ
15978,Rajiv Kohli,Intero Real Estate Services,$13.04M,6,Silver Creek,CA
15979,Meghan Anderson,RE/MAX Realty 9,$13.04M,31,Howell,NJ
15980,Diane Terry,Keller Williams Realty Premier Properties,$13.04M,9,Summit,NJ
15981,Fernando Chavarria,Keller Williams Realty North Atlanta,$13.04M,43,Alpharetta,GA
15981,Elizabeth Thomas,RE/MAX Realty Group,$13.04M,28,Hernando,MS
15983,Amanda Calhoun,Real Broker,$13.04M,26,Dunkirk,MD
15984,Mark Molnau,HomeSmart (AZ),$13.04M,12,Scottsdale,AZ
15985,Jason Lewis,Golden Gate Sotheby's International Realty,$13.04M,8,Greenbrae,CA
15986,Morgan Sage,Berkshire Hathaway HomeServices Chicago,$13.03M,19,Chicago,IL
15987,Arthur Cantor,Coldwell Banker Realty,$13.03M,11.2,Chestnut Hill,MA
15988,Kathy Newcomb,Coldwell Banker Premier,$13.03M,22,Rehoboth Beach,DE
15989,Moira Shea,RE/MAX Professionals,$13.03M,21,Sparks,NV
15990,Holly Petrie,RE/MAX Pro,$13.03M,74,Vidor,TX
15991,Adam Levy,CENTURY 21 The Harrelson Group,$13.03M,56,Myrtle Beach,SC
15992,Sven Skarie,Long & Foster Real Estate,$13.03M,29.2,College Park,MD
15993,Thomas Hanna,ONE Sotheby's International Realty,$13.03M,9,Boca Raton,FL
15994,Lauren Moore,Compass,$13.03M,14,Dallas,TX
15995,Crystal Dries,RE/MAX Properties East,$13.03M,30,Louisville,KY
15996,June Young,Coldwell Banker Realty,$13.03M,9.4,Orinda,CA
15997,Melanie Quirk,RE/MAX Results,$13.03M,26,Middletown,RI
15998,Vicki Wimberly,Coldwell Banker Realty,$13.03M,22.5,Evergreen,CO
15999,Cheryl Wiegand Schroer,RE/MAX Above & Beyond,$13.03M,33,Broadview Heights,OH
16000,Bill Sadek,Engel & Völkers Roseville,$13.03M,18,Roseville,CA
16001,Jeremy White,Berkshire Hathaway HomeServices Verani Realty,$13.03M,33,Concord,NH
16002,Nicholas Wilson,KW Portland Premiere,$13.03M,14,Portland,OR
16003,Jayce Coziar,Sierra Sotheby's International Realty,$13.03M,15,Truckee,CA
16004,Jamie Melim,RE/MAX Connections,$13.03M,14,San Diego,CA
16005,Brittney Rhodes,Compass,$13.03M,10,Dallas,TX
16006,Joy White,Coldwell Banker Mason Morse,$13.03M,21.5,Glenwood Springs,CO
16007,Noah Hurchanik,Coldwell Banker Realty,$13.03M,9.6,San Carlos,CA
16008,Cynthia Haas,William Raveis,$13.03M,18,Somers,NY
16009,Joe Curlette,CENTURY 21 J. Carter & Company,$13.03M,27,Gulf Shores,AL
16010,Julie Johnson,CENTURY 21 Alsted Real Estate,$13.03M,39,Moses Lake,WA
16011,Kelley Austin,"Sotheby's International Realty, Inc.",$13.03M,8,Houston,TX
16012,Rebecca Celli,CENTURY 21 Epic,$13.03M,9.9,Petaluma,CA
16013,Ashley Rutherford,The Rocco Group,$13.02M,26,Jacksonville,FL
16014,Julie Thatcher,Coldwell Banker Real Estate Group,$13.02M,33,Goshen,IN
16015,Charles McIntosh,The Cassina Group,$13.02M,6,Charleston,SC
16016,Jennifer Berger,Compass,$13.02M,6,Montecito,CA
16017,Kevin Kelly,Coldwell Banker Realty,$13.02M,39.5,Cincinnati,OH
16018,Carol Hewett,Coldwell Banker Realty,$13.02M,18.4,Hanover,MA
16019,Jodi Savage-Feinauer,Keller Williams Realty Metropolitan,$13.02M,26,Bedford,NH
16020,Cody Miller,"Coldwell Banker D'Ann Harper, Realtors",$13.02M,31,San Antonio,TX
16021,Amy Camasso,CENTURY 21 Beggins Enterprises,$13.02M,30,Brandon,FL
16022,Beth Wong,Coldwell Banker Realty,$13.02M,9.1,Fremont,CA
16023,Joseph Preston Towns,Keller Williams Realty Lone Star,$13.02M,27,Georgetown,TX
16024,Amy King,Berkshire Hathaway HomeServices Laffey International Realty,$13.02M,8,Long Beach,NY
16025,Jola Marra,Coldwell Banker Realty,$13.02M,10.3,San Rafael,CA
16026,Katie Foss,Baird & Warner,$13.02M,27,Glen Ellyn,IL
16027,Eric Newman,Coldwell Banker Realty,$13.02M,35.6,Excelsior,MN
16028,Jenny Ziminski,EXIT Inspired Real Estate,$13.02M,43.4,Middleburg,FL
16029,Jennifer D'Alesandro,Keller Williams Realty,$13.02M,31,Moorestown,NJ
16030,Lorie Gillespie,Intero Real Estate Services,$13.02M,5,Los Gatos,CA
16030,Cindy Tonascia,Coldwell Banker Realty,$13.02M,12,Santa Rosa,CA
16032,Rayshell Scott,Better Homes and Gardens Real Estate Metro Brokers,$13.02M,34,Peachtree City,GA
16033,Jamie Chang,Premier Sotheby's International Realty,$13.02M,13.5,Naples,FL
16034,Salim Jan,Keller Williams Realty Hoover,$13.02M,28.5,Hoover,AL
16035,Natalie Cornejo,Berkshire Hathaway HomeServices Nevada Properties,$13.02M,19,Las Vegas,NV
16036,Davidson Joseph,Keller Williams Realty Greater Nassau,$13.02M,16,Garden City,NY
16037,Gabriella Debartoli,"Huntington & Ellis, A Real Estate Agency",$13.02M,29,Las Vegas,NV
16038,Lauren Fournier,Peace Sotheby's International Realty,$13.02M,19.3,Pawleys Island,SC
16039,Steve Babb,Coldwell Banker Caine,$13.02M,18,Greenville,SC
16040,Bob Simon,Long & Foster Real Estate,$13.02M,107,Lutherville,MD
16041,Ellen Hatoum,"Washington Fine Properties, LLC",$13.02M,8,Washington,DC
16042,Krystyna Kazerouni,Long & Foster Real Estate,$13.01M,6,Potomac,MD
16043,Becky Slocum,Smith & Associates Real Estate,$13.01M,22,Tampa,FL
16044,Michelle Visintin,HomeSmart (AZ),$13.01M,45,Scottsdale,AZ
16045,Heather Garrigues,Keller Williams Arizona Realty,$13.01M,15,Bend,OR
16046,Nela Bayouth,ReeceNichols South Central Kansas - East Wichita,$13.01M,66,Wichita,KS
16047,Kimberly Holtegel,ERA Select Real Estate,$13.01M,33,Lexington,KY
16048,Alexandra Compton,Brown Harris Stevens,$13.01M,4,Manhattan,NY
16048,Chris Fuller,Long & Foster Real Estate,$13.01M,25,Annapolis,MD
16050,Susan L Dimeglio,Callaway Henderson Sotheby's International Realty,$13.01M,15,Princeton,NJ
16051,Mary Kennedy,HomeSmart (AZ),$13.01M,40,Scottsdale,AZ
16052,Desiree Kates,Keller Williams Realty,$13.01M,10,San Diego,CA
16053,Brandon Faber,RE/MAX Of Grand Rapids,$13.01M,35,Grand Rapids,MI
16054,Stan Robison,Keller Williams Platinum Realty,$13.01M,40.3,Hackett,AR
16055,Amber Stacy,Berkshire Hathaway HomeServices Montana Properties,$13.01M,15,Bozeman,MT
16056,Melinda Duncan,RE/MAX Creative Realty,$13.01M,35.5,Lexington,KY
16057,Ellen Gazzola,"Berkshire Hathaway HomeServices Fox & Roach, REALTORS®",$13.01M,13,Rumson,NJ
16058,Justin Acosta,Howard Hanna Real Estate Services,$13.01M,31,Oceanfront,VA
16059,Aaron Adams,Jackson Hole Sotheby's International Realty,$13.01M,21.6,Jackson,WY
16060,Julie Winn,CENTURY 21 High Desert,$13.01M,30.5,Idaho Falls,ID
16061,Michael Himmel,Mott & Chace Sotheby's International Realty,$13.01M,7.1,Charlestown,RI
16062,Leslie Jaglowski,RE/MAX Real Estate Group,$13.01M,58,Erie,PA
16063,Kathleen Norton,William Raveis,$13.00M,34,East Longmeadow,MA
16064,Bonnie Tripton,@properties Christie's International Real Estate,$13.00M,9,Winnetka,IL
16065,Monica Palmerie,RE/MAX Rise,$13.00M,40,Cheshire,CT
16066,I Hong Cheong,RE/MAX 2000,$13.00M,17,Hacienda Heights,CA
16067,Bherin Brown,KW Big Island,$13.00M,11.9,Kailua-Kona,HI
16068,Mercedeh Sheik,Nick Sadek Sotheby's International Realty,$13.00M,14,Roseville,CA
16069,A Harrison Tulloss II,Coldwell Banker Howard Perry and Walston,$13.00M,23,Raleigh,NC
16070,Aden Stiles,Phyllis Browning Company,$13.00M,26,San Antonio,TX
16071,Bridget Carroll,Keller Williams Premiere Properties,$13.00M,21,Glen Ellyn,IL
16072,Clinton O. Parker,Keller Williams Realty Florida Partners,$13.00M,1,Port Orange,FL
16072,Daniel Assayag,Vista Sotheby's International Realty,$13.00M,6.8,Redondo Beach,CA
16072,Lauren Leisk,Compass,$13.00M,10,San Diego,CA
16072,Thomas Oldenborg,RE/MAX Premier Realty,$13.00M,1,The Villages,FL
16076,Cindy B Rosato,RE/MAX Realty Group,$13.00M,48,Pittsford,NY
16077,Jay Grauman,Coldwell Banker Danforth,$13.00M,19.1,Federal Way,WA
16078,Bessy Rivas,RE/MAX Vantage,$13.00M,28,Dartmouth,MA
16079,Trish San,@properties Christie's International Real Estate,$13.00M,68,Chicago,IL
16080,Vladimir Frenkel,Keller Williams Elite,$13.00M,15,Sharon,MA
16081,Amy Deaton,CENTURY 21 Deaton and Company Real Estate,$13.00M,11,Whitefish,MT
16082,Vincent Bandelier,William Raveis,$12.99M,4,Naples,FL
16082,Kim Kreissig,RE/MAX Partners,$12.99M,11,Steamboat Springs,CO
16084,Ruth Horace,Keller Williams Legacy,$12.99M,26.2,San Antonio,TX
16085,Melissa Lyckberg,Coldwell Banker Realty,$12.99M,5.6,Greenbrae,CA
16086,Susan Hughes,Callaway Henderson Sotheby's International Realty,$12.99M,16.3,Princeton,NJ
16087,Mary Jo Hart,EXIT Realty East Coast Shirvanian,$12.99M,31.5,Holmdel,NJ
16088,Mary E. Grasso,Keller Williams Gold Coast,$12.99M,24,Trumbull,CT
16089,Leslie Prischmann Flugstad,CENTURY 21 Atwood,$12.99M,39,Fergus Falls,MN
16090,Teresa Castledine,"Keller Williams Integrity Real Estate, LLC",$12.99M,18,Denver,CO
16091,Jennifer Oliveros,HomeSmart Evergreen Realty,$12.99M,14,Irvine,CA
16092,Patricia Gurney,Keller Williams Village Square Realty,$12.99M,18,Ridgewood,NJ
16093,Mark Garcia,Cascade Hasson Sotheby's International Realty,$12.99M,15,Bend,OR
16094,Sandy Webb,Coldwell Banker Alfonso Realty,$12.99M,22,Gulfport,MS
16095,Jessica Keller,Keller Williams Real Estate,$12.99M,47.6,Stroudsburg,PA
16096,Michelle Haugh,Vista Sotheby's International Realty,$12.99M,5,Manhattan Beach,CA
16096,Jody Rosen,Julia B. Fee Sotheby's International Realty,$12.99M,7.5,Bedford,NY
16098,Joseph Keck,Keller Williams Realty Elite,$12.99M,35,Oklahoma City,OK
16099,Sue Malagise,Howard Hanna Real Estate,$12.99M,32,Cranberry Township,PA
16100,Sarah Forshaw,Coldwell Banker Uptown Realty,$12.99M,22,Port Angeles,WA
16100,Stefanie Kypreos,Marketplace Sotheby's International Realty,$12.99M,13,Woodinville,WA
16102,Jon Cuty,Berkshire Hathaway HomeServices Carolina Sun Real Estate,$12.99M,20,Mount Pleasant,SC
16103,Adriana Madeira,Redfin,$12.99M,18,Jersey City,NJ
16104,Kim Wade,Better Homes and Gardens Real Estate Central,$12.99M,77.8,Cross Lanes,WV
16105,Cathy Wanserski,RE/MAX Realty Brokers,$12.99M,31,Pittsburgh,PA
16106,Paul Gee,Long & Foster Real Estate,$12.99M,26,Richmond,VA
16107,Alive Sherman,ONE Sotheby's International Realty,$12.98M,6,Coral Gables,FL
16108,Miriam Rupke,Coldwell Banker Realty,$12.98M,2.8,Newport Beach,CA
16109,Wehazit Mail,RE/MAX Realty One Solutions,$12.98M,23,Vienna,VA
16110,Debra Raimo,Douglas Elliman,$12.98M,21,Islip,NY
16111,Melanni Rezek,Keller Williams Realty Puyallup,$12.98M,14,Bonney Lake,WA
16112,Kristin Cotton,LIV Sotheby's International Realty,$12.98M,8.3,Breckenridge,CO
16113,Lauren Skinner,Redfin,$12.98M,26,Fredericksburg,VA
16114,James Trowbridge,Keller Williams Lake of the Ozarks Realty,$12.98M,21,Lake Ozark,MO
16115,Brooke Burgamy,LIV Sotheby's International Realty,$12.98M,5,Denver,CO
16116,Judy Winslow,HUNT Real Estate ERA,$12.98M,36.5,Manlius,NY
16117,Tammi Vance,RE/MAX Alliance Group,$12.98M,14,Marco Island,FL
16118,Sherry Lawson,"Sotheby's International Realty, Inc.",$12.98M,2,Montecito,CA
16119,Diane Sorensen,Kentwood Real Estate,$12.98M,16,Denver,CO
16120,Karen Bosch,Coldwell Banker Realty,$12.98M,17.3,Scottsdale,AZ
16121,Lindsay Walston,Ansley Real Estate Christie's International,$12.98M,13,Alpharetta,GA
16122,Matthew Gullo,Keller Williams Realty Houston Metropolitan,$12.98M,21,Houston,TX
16123,Darby Merriman,Mission to Close Realty,$12.98M,27,Plano,TX
16124,Tristan Harper,Douglas Elliman,$12.98M,9,New York,NY
16125,Victoria Harroun,Keller Williams Realty Puget Sound,$12.98M,16.5,Federal Way,WA
16126,Sam Hantosh,RE/MAX Team 2000,$12.98M,103,Dearborn,MI
16127,Joanne McLaughlin,Ward Wight Sotheby's International Realty,$12.98M,13,Spring Lake,NJ
16128,Rosie Nysaether,Compass,$12.98M,9,Oakland,CA
16128,Nez Swanberg,Houlihan Lawrence,$12.98M,6,New Canaan,CT
16130,Jeffrey Lavine,Keller Williams Real Estate,$12.98M,23.6,Doylestown,PA
16131,Jodi Gunther,Berkshire Hathaway HomeServices Adirondack Premier Properties,$12.98M,22,Lake Placid,NY
16132,Brittani Bednarski,RE/MAX Real Estate Professionals,$12.98M,35,Cleveland,TN
16133,Lisa Read,@properties Christie's International Real Estate,$12.98M,8,Hinsdale,IL
16134,Mushka Jacobson,Douglas Elliman,$12.98M,3.1,Miami,FL
16135,Karie Lyn Angell,Coldwell Banker Realty,$12.98M,15,Chesterfield,MO
16136,Maria Squitieri,Douglas Elliman,$12.98M,20.6,Franklin Square,NY
16137,Melinda Baisa,Berkshire Hathaway HomeServices New Mexico Properties,$12.98M,61,Albuquerque,NM
16138,Kelley Blackburn,Coldwell Banker Realty,$12.98M,41,Lakeland,FL
16139,Darla Eason,Coldwell Banker Southern Homes,$12.98M,37.5,Lumberton,TX
16140,Dave Demeo,RE/MAX Riverside,$12.98M,22,Topsham,ME
16141,Greg Whelan,Redfin,$12.98M,27,Chicago,IL
16142,Cary Fichtner-Vu,Long & Foster Real Estate,$12.98M,9.3,Vienna,VA
16143,Kelly Hunt,Christie's International Real Estate Sereno,$12.97M,9,Willow Glen,CA
16143,Christy Crouse,RE/MAX Fine Properties,$12.97M,26,Scottsdale,AZ
16145,Gina Old,RE/MAX Pros,$12.97M,46,Lawrenceburg,TN
16146,Sep Ebrahimi,Berkshire Hathaway HomeServices California Properties,$12.97M,8,Rolling Hills Estates,CA
16147,Jamie Scott,John L. Scott Portland South,$12.97M,27,Happy Valley,OR
16148,Glenn Sharp,RE/MAX Ultimate Professionals,$12.97M,31,Shorewood,IL
16149,Jonathan A. King,Intero Real Estate Services,$12.97M,6.5,Burlingame,CA
16150,Sue Wilkerson,RE/MAX Crossroads,$12.97M,22,Ogden,UT
16151,Ramon Estevez,Coldwell Banker Realty,$12.97M,11.8,San Francisco,CA
16152,Cristen Corupe,Keller Williams Arizona Realty,$12.97M,24,Tempe,AZ
16153,Gary Bulanti,Compass,$12.97M,6,Redwood City,CA
16154,Diana Picazo,CENTURY 21 Jordan-Link & Company,$12.97M,32,Visalia,CA
16155,Teresa Cogovan,CENTURY 21 Parker & Scroggins Realty,$12.97M,40,Benton,AR
16156,Marty Flynn,Ebby Halliday Companies - Ebby Halliday Realtors,$12.97M,11,Frisco,TX
16157,Michael Mundey,eXp Realty,$12.97M,47,Columbus,OH
16158,Bonnie Ciesla,RE/MAX Foxfire,$12.97M,47.7,Ocala,FL
16159,Terry Wentworth,Better Homes and Gardens Real Estate Northwest Home Team,$12.97M,26,Chehalis,WA
16160,Linda Chauner,PureWest Christie's International Real Estate,$12.97M,10,Kalispell,MT
16161,Jechelle Secretan,RE/MAX Associates,$12.97M,23,Pleasant Grove,UT
16162,Tina Bell,Keller Williams Realty Preferred,$12.97M,39,Broken Arrow,OK
16163,Kelly Glinski,"Howard Hanna WNY, Inc.",$12.96M,39,East Aurora,NY
16164,Reeza Gervacio,CENTURY 21 Astro,$12.96M,13,Cerritos,CA
16165,Casselyn Tertell,Compass,$12.96M,28.5,Hinsdale,IL
16166,Diane Gavin,Long & Foster Real Estate,$12.96M,19,Severna Park,MD
16167,Sissy Nasri,RE/MAX Connections,$12.96M,6,San Diego,CA
16168,Pat Betlinski,Berkshire Hathaway HomeServices Starck Real Estate,$12.96M,32,Harvard,IL
16169,Teddy Carlson-McKone,Intero Real Estate Services,$12.96M,24.5,Gardnerville,NV
16170,Ali Schneider,RE/MAX Accord,$12.96M,12.5,Danville,CA
16171,Annemarie Credentino,Berkshire Hathaway HomeServices River Towns Real Estate,$12.96M,16,Croton On Hudson,NY
16172,Jamie Koppersmith,Corcoran McEnearney,$12.96M,14,Washington,DC
16172,Kathleen Spero,Coldwell Banker Realty,$12.96M,20,Chester,NJ
16174,Nick Schweihofer,Keller Williams Realty of Grand Rapids,$12.96M,32.3,Holland,MI
16175,Anne Rossley,Baird & Warner,$12.96M,19,Chicago,IL
16176,Pam Soule,Coldwell Banker Realty,$12.96M,17.8,East Greenwich,RI
16177,David Hinkel,Coldwell Banker Realty,$12.96M,32,Wyomissing,PA
16178,Nikki Fanizzi,RE/MAX Trends Realty,$12.96M,59,Uniontown,OH
16179,Martucci Angiano,First Team Real Estate,$12.96M,7,Laguna Niguel,CA
16180,Julie Elisha,McColly Real Estate,$12.96M,35,Portage,IN
16181,Cindy Cooper Killian,Coldwell Banker Hartung,$12.96M,38.5,Tallahassee,FL
16182,Autumn Dunn,eXp Realty,$12.96M,40,Pardeeville,WI
16183,Cynthia Leite,ERA Insite Realty Services,$12.96M,17.5,White Plains,NY
16184,Marjorie McCue,"Lamacchia Realty, Inc.",$12.96M,26,Woburn,MA
16185,David Hurley,Berkshire Hathaway HomeServices Commonwealth Real Estate,$12.96M,11,Belmont,MA
16186,Jennifer Cosgrove,Intero Real Estate Services,$12.96M,6,Los Gatos,CA
16187,Kim Fitzgerald,Long & Foster Real Estate,$12.96M,26,Eldersburg,MD
16188,Julie Skaff-Gregg,"Coldwell Banker Associated Brokers Realty, Inc.",$12.96M,45,Sioux City,IA
16189,Scott Webber,Coldwell Banker Realty,$12.96M,8,Aptos,CA
16190,Velma Herzberg,The Agency,$12.96M,17,Scottsdale,AZ
16191,Bret Amon,LIV Sotheby's International Realty,$12.96M,7,Breckenridge,CO
16192,Martin Navasartian,JohnHart Real Estate,$12.96M,12,La Crescenta,CA
16192,Chris Walker,Intero Real Estate Services,$12.96M,24.6,Gardnerville,NV
16194,Claudette Caravaggi Dukas,Terrace Sotheby's International Realty,$12.95M,12.5,Forest Hills,NY
16195,Karen Ostermeier,Compass,$12.95M,17,Lake Geneva,WI
16196,Monica Howe,RE/MAX Victory + Affiliates,$12.95M,35,Florence,KY
16197,Kelly Schufelt,Coldwell Banker Realty,$12.95M,16,Indian Wells,CA
16198,Craig Barr,ERA Brokers Consolidated,$12.95M,21,Saint George,UT
16199,Judy C L Hwang,Better Homes and Gardens Real Estate Advantage Realty,$12.95M,12,Honolulu,HI
16200,Kelli Rucker,Coldwell Banker Town & Country Realty of Kearney,$12.95M,34,Kearney,NE
16201,Caroline Lobevero,CENTURY 21 Tenace Realty,$12.95M,11,Jupiter,FL
16202,Donnie Stanley,Compass,$12.95M,14,Nashville,TN
16203,Phyliss Lutrick,Berkshire Hathaway HomeServices Premier Properties,$12.95M,28,Lubbock,TX
16204,Ammy Nguyen,LIV Sotheby's International Realty,$12.95M,22.5,Denver,CO
16205,Dan Rollings,EXIT Realty Nexus,$12.95M,39.6,Coon Rapids,MN
16206,Mary Stansell,CENTURY 21 Agate Realty,$12.95M,23,Gold Beach,OR
16207,David Kaufman,Atlanta Fine Homes Sotheby's International Realty,$12.95M,8.8,Alpharetta,GA
16208,Gopi Vyas,Intero Real Estate Services,$12.95M,7,Cupertino,CA
16209,Brenda Hugo,Slifer Smith & Frampton Real Estate,$12.94M,6,Breckenridge,CO
16210,Brian Freeman,HomeSmart Legacy,$12.94M,20,Overland Park,KS
16211,Georgia McLaughlin,Long & Foster Real Estate,$12.94M,15,Alexandria,VA
16212,Raghu Vemuri,Coldwell Banker Realty,$12.94M,25,Charlotte,NC
16213,Hannah Delponte Vollera,Compass,$12.94M,8,Santa Monica,CA
16213,Linda Dietz,Houlihan Lawrence,$12.94M,6,Scarsdale,NY
16215,Andrew Korb,Houlihan Lawrence,$12.94M,11,Bronxville,NY
16216,Deborah Darby-Knight,Berkshire Hathaway HomeServices Pinehurst Realty Group,$12.94M,21,Pinehurst,NC
16217,Thaddea Sheridan,William Raveis,$12.94M,7,Stamford,CT
16218,Erich Hamm,Keller Williams Realty Boise,$12.94M,20,Boise,ID
16219,Anthony Guetzoian,CENTURY 21 Valley Properties,$12.94M,16.5,Los Angeles,CA
16220,Robyn Tyra,Berkshire Hathaway HomeServices Santa Fe Real Estate,$12.94M,18,Santa Fe,NM
16221,Claudia Byrnes,Keller Williams Palo Alto,$12.94M,6.5,Palo Alto,CA
16222,Gus Ruelas,The Agency,$12.94M,7,Pasadena,CA
16223,Chrystal Manzare,"Howard Hanna WNY, Inc.",$12.94M,57,North Tonawanda,NY
16224,Brian Jonczy,Engel & Völkers Jacksonville,$12.94M,19,Jacksonville,FL
16225,Ashley Bronson,Cascade Hasson Sotheby's International Realty,$12.94M,15.3,Portland,OR
16226,Harry Silverstein,Keller Williams Realty Boston Northwest,$12.94M,13,Cambridge,MA
16227,Sara Ead,Ansley Real Estate Christie's International,$12.94M,21,Alpharetta,GA
16228,David Williams,Keller Williams Realty Atlanta Partners,$12.94M,10.5,Buford,GA
16229,Colleen Martens,eXp Realty,$12.94M,41,Venice,FL
16230,Vanessa Bettancourt,John L. Scott Kent North,$12.93M,24,Kent,WA
16231,Amanda Patino,Berkshire Hathaway HomeServices EWM Realty,$12.93M,3,Miami,FL
16232,Kristen Miller,Coldwell Banker Vanguard Lifestyle,$12.93M,24.5,Lady Lake,FL
16233,Arthur Dunning,Compass,$12.93M,12,Bethesda,MD
16234,David Darby,Keller Williams Tri-Valley Realty,$12.93M,12,Pleasanton,CA
16235,Marios Milonas,Keller Williams Landmark Realty,$12.93M,18,Flushing,NY
16236,Eileen Hill,Keller Williams Realty Atlanta Partners,$12.93M,18,Suwanee,GA
16237,Tiffany Knef,W Real Estate,$12.93M,15,Sonoma,CA
16238,Carolyn Hager,RE/MAX Elite Realty,$12.93M,62.5,Lexington,KY
16239,Melissa Vilett,Edina Realty,$12.93M,21.8,Minneapolis,MN
16240,Gregory Powell,Keller Williams Realty Central Oregon,$12.93M,24.5,Bend,OR
16241,Matthew Dolcini,RE/MAX Gold,$12.93M,13,Davis,CA
16242,Luke Edmondson,Keller Williams Realty Chico Area,$12.93M,39,Chico,CA
16243,Timothy Brummett,Coldwell Banker Realty,$12.93M,13,Charlotte,NC
16244,Monica Vasquez,Coldwell Banker West,$12.93M,23,Chula Vista,CA
16244,Robert D. Dienes,Brown Harris Stevens,$12.93M,8,New York,NY
16246,Clint Moore,Intero Real Estate Services,$12.93M,10,Willow Glen,CA
16247,Meghan Tate,Coldwell Banker Legacy,$12.93M,29.5,Albuquerque,NM
16248,Mary Miller Gentry,Berkshire Hathaway HomeServices RW Towne Realty,$12.93M,13,Virginia Beach,VA
16249,William Piccirillo,Better Homes and Gardens Real Estate Gaetano Marra Homes,$12.93M,26,Newtown,CT
16250,Evan Matteson,"Coldwell Banker Apex, Realtors",$12.93M,24,Rockwall,TX
16251,Jesse Misener,Compass,$12.93M,16,Seattle,WA
16252,Sara Taylor,Ebby Halliday Companies - Ebby Halliday Realtors,$12.93M,30,Rockwall,TX
16253,Jordane Spitze,Keller Williams Gainesville Realty Partners,$12.92M,38.9,Gainesville,FL
16254,Nichole Merrell,Coldwell Banker Realty,$12.92M,36,McMurray,PA
